STATE,STATE NAME,DATE,RHAV,RHMN,RHMX,RHRR,TAVG,TMIN,TMAX,TRR,STPOP,STLA,POPPCT,POPDEN,CRD,,
MD,Maryland,2017-08,,,,,72.68,59.70,85.73,0.36,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2017-09,,,,,63.90,52.60,74.85,0.35,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2017-10,,,,,,,59.28,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2017-11,,,,,,,46.60,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2017-12,,,,,,,42.55,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-01,,,,,,,34.85,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-02,,,,,,,31.83,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-03,,,,,33.30,25.70,40.93,0.46,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-04,,,,,58.65,45.93,71.40,0.43,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-05,,,,,65.38,53.10,77.70,0.38,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-06,,,,,,,80.73,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-07,,,,,71.23,61.38,81.10,0.28,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-08,,,,,73.63,61.03,86.20,0.34,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-09,,,,,,,74.43,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-10,,,,,54.83,43.33,66.10,0.42,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-11,,,,,,,41.30,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2018-12,,,,,,,,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-01,,,,,,,31.85,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-02,,,,,,,42.45,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-03,,,,,42.80,32.50,54.20,0.51,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-04,,,,,51.95,41.50,62.30,0.40,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-05,,,,,62.43,52.63,72.18,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-06,,,,,73.10,62.18,84.05,0.30,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-07,,,,,69.73,58.13,81.35,0.33,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-08,,,,,72.93,60.27,85.45,0.35,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-09,,,,,63.00,50.28,75.73,0.40,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2019-10,,,,,,,62.00,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-01,,,,,,,39.30,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-02,,,,,,,46.60,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-03,,,,,,,54.00,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-04,,,,,50.00,36.23,63.70,0.55,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-05,,,,,56.90,47.60,65.68,0.32,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-06,,,,,69.45,58.85,80.10,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-07,,,,,70.83,58.43,83.23,0.35,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-08,,,,,72.00,58.88,85.15,0.36,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-09,,,,,66.00,53.38,78.60,0.38,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-10,,,,,56.68,49.38,64.03,0.26,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2020-11,,,,,,,44.67,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-01,,,,,,,35.55,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-03,,,,,37.45,28.90,46.18,0.46,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-04,,,,,46.50,37.70,55.58,0.38,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-05,,,,,57.80,48.10,67.85,0.34,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-06,,,,,67.38,58.35,76.38,0.27,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-07,,,,,72.13,60.83,83.48,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-08,,,,,69.90,60.00,79.25,0.28,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-09,,,,,58.40,49.20,67.35,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-10,,,,,47.20,36.28,58.13,0.46,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2021-11,,,,,,,50.20,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-01,,,,,,,36.60,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-02,,,,,37.80,29.10,45.25,0.43,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-03,,,,,38.20,30.20,46.38,0.42,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-04,,,,,,,59.53,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-05,,,,,59.45,47.15,71.73,0.41,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-06,,,,,68.90,56.85,80.98,0.35,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-07,,,,,72.03,59.97,83.88,0.33,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-08,,,,,73.17,62.67,83.80,0.29,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-09,,,,,58.05,49.15,67.38,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-10,,,,,53.45,43.40,62.43,0.36,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-11,,,,,,,46.90,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2022-12,,,,,,,38.40,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-02,,,,,33.90,26.60,40.60,0.41,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-03,,,,,44.30,35.60,53.00,0.39,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-04,,,,,,,55.70,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-05,,,,,60.20,48.80,71.38,0.38,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-06,,,,,67.50,56.35,78.68,0.33,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-07,,,,,73.15,62.15,83.20,0.29,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-08,,,,,74.50,61.30,87.80,0.36,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-09,,,,,67.10,54.88,79.13,0.36,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-10,,,,,,,68.95,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-11,,,,,,,50.90,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2023-12,,,,,,,41.85,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-01,,,,,,,37.10,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-02,,,,,,,51.60,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-04,,,,,,,67.60,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-05,,,,,61.05,49.33,72.20,0.37,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-06,,,,,70.93,59.80,82.07,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-07,,,,,76.43,64.27,88.57,0.32,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-08,,,,,75.33,62.17,88.53,0.35,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-09,,,,,,,78.00,,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2024-10,,,,,52.50,44.10,60.90,0.32,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-01,,,,,35.66,30.74,41.32,0.30,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-02,,,,,26.46,19.82,33.34,0.51,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-03,,,,,47.10,38.32,55.88,0.37,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-04,,,,,50.88,40.72,61.07,0.40,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-05,,,,,55.14,47.02,63.62,0.30,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-06,,,,,68.03,57.43,78.63,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-07,,,,,73.07,61.83,84.32,0.31,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-08,,,,,68.96,56.02,81.88,0.38,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-09,,,,,62.06,52.22,71.92,0.32,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-10,,,,,48.12,42.72,53.50,0.22,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-11,,,,,44.48,40.60,48.34,0.17,5773552,9707,87.20,2511.40,12.30,,
MD,Maryland,2025-12,,,,,35.16,32.10,38.18,0.17,5773552,9707,87.20,2511.40,12.30,,
MA,Massachusetts,2010-01,66.50,53.50,78.50,0.38,26.90,20.37,33.47,0.49,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-02,64.50,51.00,77.00,0.40,30.27,24.40,36.10,0.39,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-03,64.00,48.00,80.50,0.51,42.43,35.47,49.40,0.33,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-04,57.00,38.50,79.00,0.71,52.03,42.47,61.63,0.37,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-05,59.50,40.00,83.00,0.72,61.60,51.37,71.77,0.33,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-06,69.00,50.00,89.00,0.57,68.80,59.83,77.83,0.26,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-07,65.50,46.00,85.50,0.60,75.80,66.53,85.07,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-08,68.00,50.00,87.00,0.54,71.83,63.30,80.33,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-09,70.00,50.50,88.50,0.54,66.13,57.77,74.57,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-10,68.50,52.00,85.50,0.49,52.67,44.63,60.63,0.30,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-11,65.50,50.00,80.50,0.47,42.37,35.63,49.07,0.32,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2010-12,66.50,53.50,79.50,0.39,29.63,23.23,36.07,0.43,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-01,69.00,53.00,83.00,0.43,24.63,18.17,31.13,0.53,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-02,62.00,43.50,80.00,0.59,27.93,19.17,36.63,0.63,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-03,61.50,45.00,80.00,0.57,36.53,28.60,44.43,0.43,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-04,66.50,46.00,88.00,0.63,48.60,40.43,56.73,0.34,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-05,76.00,60.00,91.50,0.41,58.43,50.67,66.30,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-06,71.50,55.00,89.00,0.48,65.57,57.50,73.67,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-07,65.50,46.00,86.00,0.61,74.83,65.83,83.83,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-08,73.00,53.50,89.50,0.49,71.43,63.60,79.27,0.22,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-09,78.50,63.00,92.00,0.37,65.77,58.23,73.23,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-10,69.00,53.00,83.00,0.43,54.47,47.63,61.30,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-11,67.00,50.00,84.50,0.51,48.63,40.53,56.70,0.33,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2011-12,66.50,51.00,82.00,0.47,37.87,30.10,45.63,0.41,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-01,64.00,48.00,81.50,0.52,31.63,23.90,39.37,0.49,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-02,56.00,37.50,76.50,0.70,35.00,27.17,42.87,0.45,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-03,61.50,41.50,80.50,0.63,45.00,35.90,54.03,0.40,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-04,50.50,32.00,74.50,0.84,51.07,40.97,61.20,0.40,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-05,74.00,57.00,90.00,0.45,60.47,53.20,67.73,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-06,70.00,52.50,87.50,0.50,65.47,57.33,73.57,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-07,65.00,46.50,84.00,0.58,74.20,65.30,83.13,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-08,69.50,50.50,87.50,0.53,73.33,65.13,81.60,0.22,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-09,73.00,54.00,90.50,0.50,63.17,55.27,71.10,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-10,74.50,58.50,90.00,0.42,54.77,47.57,61.93,0.26,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-11,65.50,50.50,81.50,0.47,40.43,33.93,46.93,0.32,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2012-12,73.50,59.50,86.50,0.37,36.30,30.20,42.47,0.34,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-01,62.00,47.00,80.00,0.53,29.20,21.93,36.47,0.50,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-02,65.50,49.00,83.50,0.53,29.23,23.07,35.40,0.42,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-03,64.00,49.00,80.00,0.48,35.70,29.13,42.23,0.37,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-04,58.50,36.50,82.00,0.78,47.67,38.37,56.97,0.39,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-05,69.00,50.00,89.00,0.57,58.40,48.43,68.37,0.34,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-06,71.00,51.50,89.00,0.53,67.60,58.70,76.47,0.26,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-07,75.00,57.00,92.00,0.47,75.43,67.57,83.27,0.21,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-08,68.00,50.00,86.50,0.54,69.77,61.57,78.03,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-09,69.00,51.00,86.50,0.51,62.40,53.33,71.43,0.29,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-10,,,,,54.13,46.27,62.03,0.29,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-11,58.00,40.50,77.00,0.63,40.07,31.90,48.27,0.41,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2013-12,72.00,54.50,87.00,0.45,30.67,23.73,37.60,0.45,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-01,64.50,48.50,81.50,0.51,24.83,16.97,32.67,0.63,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-02,62.00,44.00,80.50,0.59,26.27,19.23,33.27,0.53,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-03,55.00,38.00,74.50,0.66,31.07,22.40,39.73,0.56,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-04,60.50,42.00,83.50,0.69,46.70,37.77,55.63,0.38,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-05,66.00,47.00,85.00,0.58,57.77,48.90,66.60,0.31,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-06,64.50,48.00,83.00,0.54,67.13,57.90,76.43,0.28,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-07,70.00,51.50,88.50,0.53,72.23,63.70,80.67,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-08,69.50,50.00,88.50,0.55,69.10,60.60,77.57,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-09,71.50,53.00,88.50,0.50,64.27,55.70,72.90,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-10,76.00,60.00,90.50,0.40,54.43,47.37,61.50,0.26,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-11,64.50,46.00,83.00,0.57,40.10,32.60,47.63,0.37,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2014-12,76.00,63.00,88.50,0.34,35.53,29.83,41.20,0.32,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-01,63.00,45.00,80.50,0.56,23.47,16.10,30.83,0.63,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-02,,,,,16.60,7.50,25.63,1.09,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-03,57.50,38.50,78.50,0.70,31.43,23.50,39.40,0.51,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-04,59.00,41.50,80.00,0.65,47.20,38.93,55.43,0.35,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-05,59.50,39.50,79.50,0.67,62.33,50.60,74.07,0.38,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-06,69.50,53.50,87.00,0.48,64.47,56.27,72.67,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-07,67.00,48.50,86.50,0.57,72.90,64.37,81.40,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-08,70.00,51.00,88.50,0.54,72.93,64.50,81.37,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-09,69.00,50.00,88.00,0.55,67.80,58.63,77.00,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-10,65.50,47.50,83.50,0.55,51.63,43.53,59.77,0.31,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-11,65.50,49.00,81.50,0.50,46.50,38.90,54.13,0.33,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2015-12,74.50,59.00,89.00,0.40,43.47,36.90,49.97,0.30,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-01,60.00,45.00,77.50,0.54,29.87,22.77,37.00,0.48,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-02,63.00,45.00,80.50,0.56,32.27,22.70,41.87,0.59,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-03,61.50,40.50,82.00,0.67,41.17,32.73,49.60,0.41,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-04,54.50,33.00,77.00,0.81,45.80,36.83,54.83,0.39,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-05,65.50,48.50,85.00,0.56,57.83,49.20,66.43,0.30,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-06,61.00,42.50,82.50,0.66,67.07,57.63,76.50,0.28,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-07,65.00,45.00,85.50,0.62,74.37,64.97,83.73,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-08,67.50,46.50,87.00,0.60,74.57,65.53,83.53,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-09,71.50,53.00,89.50,0.51,65.83,58.17,73.57,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-10,74.00,56.00,90.00,0.46,53.50,45.57,61.37,0.30,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-11,67.50,51.50,83.50,0.47,44.37,36.70,52.07,0.35,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2016-12,65.00,47.00,82.50,0.55,32.47,25.63,39.27,0.42,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-01,70.00,54.50,86.00,0.45,32.57,26.57,38.53,0.37,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-02,64.50,46.00,81.50,0.55,34.43,26.00,42.77,0.49,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-03,56.50,39.50,75.00,0.63,31.87,24.03,39.67,0.49,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-04,67.00,48.50,85.50,0.55,50.77,41.77,59.67,0.35,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-05,71.00,52.50,88.00,0.50,55.13,47.60,62.60,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-06,65.00,47.00,85.00,0.58,67.47,58.23,76.67,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-07,69.50,51.50,87.50,0.52,70.93,62.77,79.07,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-08,67.00,47.50,86.50,0.58,70.27,61.87,78.70,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-09,73.00,53.50,89.00,0.49,65.80,57.83,73.77,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-10,70.50,51.50,87.00,0.50,59.73,51.67,67.80,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-11,65.00,47.00,84.00,0.57,41.43,33.33,49.53,0.39,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2017-12,64.00,49.50,79.50,0.47,27.80,21.83,33.77,0.43,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-01,64.00,48.00,78.50,0.48,26.27,18.73,33.83,0.57,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-02,70.50,52.00,91.00,0.55,35.97,27.17,44.80,0.49,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-03,64.00,48.00,81.00,0.52,35.17,28.87,41.43,0.36,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-04,64.50,43.50,83.50,0.62,43.33,35.10,51.50,0.38,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-05,68.50,45.50,91.00,0.66,61.70,51.57,71.80,0.33,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-06,68.00,51.00,88.00,0.54,65.90,57.07,74.73,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-07,70.00,51.50,89.00,0.54,74.37,65.63,83.10,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-08,77.00,59.50,92.00,0.42,74.60,66.97,82.17,0.20,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-09,78.50,63.50,92.50,0.37,66.13,59.37,72.83,0.20,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-10,75.50,61.00,89.00,0.37,51.03,43.57,58.53,0.29,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-11,70.50,55.50,85.00,0.42,39.20,33.20,45.30,0.31,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2018-12,65.00,50.50,81.00,0.47,33.83,26.73,40.97,0.42,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-01,60.50,43.50,76.50,0.55,26.73,18.83,34.60,0.59,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-02,60.50,44.00,79.00,0.58,30.00,22.50,37.53,0.50,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-03,57.50,39.50,77.00,0.65,35.70,27.40,44.00,0.46,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-04,66.50,47.00,86.50,0.59,48.80,40.47,57.20,0.34,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-05,69.50,50.50,88.00,0.54,55.60,47.37,63.90,0.30,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-06,68.00,51.00,87.00,0.53,66.60,58.37,74.87,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-07,66.00,48.00,85.00,0.56,75.80,67.10,84.47,0.23,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-08,67.50,50.50,86.50,0.53,71.53,63.03,80.07,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-09,68.00,50.00,86.50,0.54,64.60,55.80,73.40,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-10,74.00,57.00,89.00,0.43,54.23,47.40,60.97,0.25,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-11,61.50,45.50,78.50,0.54,38.90,31.40,46.40,0.39,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2019-12,68.00,52.50,81.50,0.43,32.93,26.30,39.53,0.40,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-01,60.50,45.00,77.00,0.53,34.03,27.10,41.00,0.41,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-02,60.00,45.00,75.50,0.51,34.10,26.93,41.20,0.42,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-03,59.00,41.00,78.50,0.64,41.00,32.70,49.20,0.40,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-04,62.50,45.00,81.50,0.58,43.47,36.50,50.40,0.32,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-05,59.00,39.50,82.00,0.72,56.37,46.40,66.30,0.35,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-06,66.00,48.00,86.00,0.58,68.60,59.37,77.83,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-07,70.50,52.50,89.00,0.52,74.90,66.53,83.23,0.22,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-08,66.50,46.00,87.50,0.62,73.20,64.57,81.87,0.24,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-09,68.00,49.00,85.50,0.54,64.30,55.53,72.97,0.27,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-10,74.50,56.50,89.50,0.44,53.23,45.70,60.80,0.28,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-11,65.50,50.00,83.00,0.50,47.03,38.37,55.73,0.37,6547629,7800,91.97,2016.30,12.13,,
MA,Massachusetts,2020-12,68.50,54.50,82.50,0.41,34.23,27.43,41.03,0.40,6547629,7800,91.97,2016.30,12.13,,
